orig_id,dest_id,shipments,dist,oinc,oarea,opop,odens,ocap,o65,ocoll,ogen,dinc,darea,dpop,ddens,d65,dcoll,dcap,tax,dregion,year
47,28,0,569.5027,20.795,.024087,1.793,74.43849,2.304,15.3,7.5,16.36939,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1990
48,28,0,1779.411,27.096,.097105,.454,4.675352,2.258579,10.9,13.1,10.17435,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1990
1,28,0,1097.274,23.597,.05075,4.041,79.62562,1.102672,13,10.1,18.42532,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
2,28,0,1259.163,21.147,.052075,2.351,45.14642,.834602,15,8.9,18.37695,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
3,28,0,2230.618,27.54,.113642,3.664,32.2416,2.258579,13.4,13.3,17.19571,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
4,28,0,2577.98,35.798,.155973,29.76,190.8023,2.258579,10.6,15.3,18.92961,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
5,28,0,1780.099,30.14,.103729,3.294,31.75583,2.258579,10,18,16.24541,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
6,28,0,139.8014,41.721,.004845,3.287,678.4314,.439263,14.1,16.2,17.34648,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
7,28,0,359.6431,34.875,.001955,.666,340.6649,0,12.4,13.7,16.0174,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
8,28,0,1176.579,27.483,.053997,12.938,239.6059,.347235,18.6,12,17.22645,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
9,28,0,981.4482,29.021,.057919,6.478,111.8459,.400421,10.1,12.9,18.14002,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
10,28,0,1114.007,26.229,.055875,2.777,49.70022,.121515,15.5,11.7,17.06838,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
11,28,0,2119.919,25.257,.082751,1.007,12.16904,2.258579,11.8,12.4,13.62319,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
12,28,0,941.6718,32.252,.055593,11.431,205.6194,2.66384,12.6,13.6,18.79165,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
13,28,0,796.0586,28.797,.03587,5.544,154.5581,6.426348,12.7,9.2,19.7725,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
14,28,0,1419.702,27.291,.081823,2.478,30.28488,2.258579,13.9,14.1,17.70435,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
15,28,0,820.1931,22.534,.039732,3.685,92.7464,.698978,12.7,8.1,18.21129,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
16,28,0,1397.683,21.949,.043566,4.22,96.86452,10.75009,11.3,10.5,18.2009,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
17,28,82097.908,91.40475,36.952,.007838,6.016,767.5427,.130908,14,16.6,17.30255,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
18,28,0,404.7569,39.386,.009775,4.781,489.1049,.021288,11.1,15.6,17.19706,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
19,28,0,129.7736,27.854,.030865,1.228,39.78617,.011796,13.7,12.7,15.28694,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
20,28,0,681.1671,31.02,.056809,9.295,163.6184,4.772254,12.4,10.9,19.23539,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
21,28,0,1133.398,30.909,.079617,4.375,54.95058,.100022,12.6,15.6,17.10039,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
22,28,0,1142.328,26.362,.068898,5.117,74.26921,.60172,14.2,11.7,17.58893,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
23,28,0,1223.96,20.136,.046914,2.573,54.84504,.000061,12.5,9.7,17.78939,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
24,28,0,1855.514,22.988,.145556,.799,5.489296,2.258579,13.4,14.1,15.02281,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
25,28,0,686.1306,26.647,.048718,6.629,136.0688,.076299,12.5,12,18.73327,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
26,28,0,1409.53,23.213,.068994,.639,9.261675,2.258579,14.8,13.5,12.94228,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
27,28,0,1403.641,26.016,.076878,1.578,20.52603,2.258579,14.2,13.1,16.95302,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
28,28,96386.326,0,36.329,.008969,1.109,123.6481,0,11.9,16.4,16.15684,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
29,28,0,268.035,40.927,.007419,7.73,1041.919,27.93428,13.6,16,18.74475,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
30,28,0,1926.766,24.087,.121364,1.515,12.48311,.005929,11,12.1,13.47595,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
31,28,0,2380.611,31.011,.109806,1.202,10.94658,2.258579,11.1,10.1,13.09052,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
32,28,0,207.2547,32.965,.047224,17.99,380.9504,1.2612,13.1,13.2,18.13749,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
33,28,0,618.5355,28.706,.040953,10.847,264.8646,2.982439,13.3,11.1,19.57994,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
34,28,0,1469.524,23.577,.068679,3.146,45.80731,2.536528,13.6,11.8,17.32116,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
35,28,0,2448.461,27.25,.096002,2.842,29.60355,2.258579,13.8,13.6,16.72282,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
36,28,0,358.7828,29.069,.04482,11.882,265.1049,1.444129,15.8,11.3,19.0113,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
37,28,0,123.1595,32.181,.001045,1.003,959.8086,.101832,15.5,13.5,16.0167,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
38,28,0,827.7944,26.256,.030111,3.487,115.8049,.563243,11.7,11.2,18.4473,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
39,28,0,1379.404,22.503,.075896,.696,9.170444,2.258579,14.7,12.3,13.31658,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
40,28,0,931.9072,24.807,.041219,4.877,118.3192,1.005436,12.8,10.5,17.9992,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
41,28,0,1683.131,27.016,.261914,16.987,64.85717,6.4774,10.2,13.9,19.64979,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
42,28,0,2067.439,29.47,.082168,1.723,20.96923,2.258579,8.9,15.4,17.29636,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
43,28,0,546.7761,33.328,.039598,6.187,156.2453,.112465,11,15.4,17.53938,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
44,28,0,74.88203,29.792,.009249,.563,60.87144,0,12,15.4,14.92416,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
45,28,0,2367.263,31.183,.066581,4.867,73.09893,2.258579,11.6,15.9,18.10399,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
46,28,0,908.569,29.442,.054314,4.892,90.06886,.456722,13.4,12.1,18.0229,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
47,28,0,569.5027,20.795,.024087,1.793,74.43849,2.304,15.3,7.5,17.47108,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
48,28,0,1779.411,27.096,.097105,.454,4.675352,2.258579,10.9,13.1,11.19868,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1991
1,28,0,1097.274,23.597,.05075,4.041,79.62562,1.102672,13,10.1,18.03024,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
2,28,0,1259.163,21.147,.052075,2.351,45.14642,.834602,15,8.9,18.62572,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
3,28,0,2230.618,27.54,.113642,3.664,32.2416,2.258579,13.4,13.3,17.28103,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
4,28,0,2577.98,35.798,.155973,29.76,190.8023,2.258579,10.6,15.3,18.85964,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
5,28,0,1780.099,30.14,.103729,3.294,31.75583,2.258579,10,18,16.50503,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
6,28,0,139.8014,41.721,.004845,3.287,678.4314,.439263,14.1,16.2,17.34972,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
7,28,0,359.6431,34.875,.001955,.666,340.6649,0,12.4,13.7,16.11718,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
8,28,0,1176.579,27.483,.053997,12.938,239.6059,.347235,18.6,12,17.31192,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
9,28,0,981.4482,29.021,.057919,6.478,111.8459,.400421,10.1,12.9,18.11468,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
10,28,0,1114.007,26.229,.055875,2.777,49.70022,.121515,15.5,11.7,17.08463,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
11,28,0,2119.919,25.257,.082751,1.007,12.16904,2.258579,11.8,12.4,13.59865,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
12,28,0,941.6718,32.252,.055593,11.431,205.6194,2.66384,12.6,13.6,19.26032,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
13,28,0,796.0586,28.797,.03587,5.544,154.5581,6.426348,12.7,9.2,19.89063,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
14,28,0,1419.702,27.291,.081823,2.478,30.28488,2.258579,13.9,14.1,17.91966,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
15,28,0,820.1931,22.534,.039732,3.685,92.7464,.698978,12.7,8.1,18.24701,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
16,28,0,1397.683,21.949,.043566,4.22,96.86452,10.75009,11.3,10.5,19.34278,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
17,28,64495.743,91.40475,36.952,.007838,6.016,767.5427,.130908,14,16.6,17.43226,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
18,28,0,404.7569,39.386,.009775,4.781,489.1049,.021288,11.1,15.6,17.12806,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
19,28,18853.992,129.7736,27.854,.030865,1.228,39.78617,.011796,13.7,12.7,15.2328,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
20,28,0,681.1671,31.02,.056809,9.295,163.6184,4.772254,12.4,10.9,19.33699,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
21,28,0,1133.398,30.909,.079617,4.375,54.95058,.100022,12.6,15.6,17.12471,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
22,28,0,1142.328,26.362,.068898,5.117,74.26921,.60172,14.2,11.7,19.12885,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
23,28,0,1223.96,20.136,.046914,2.573,54.84504,.000061,12.5,9.7,18.08315,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
24,28,0,1855.514,22.988,.145556,.799,5.489296,2.258579,13.4,14.1,14.83181,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
25,28,0,686.1306,26.647,.048718,6.629,136.0688,.076299,12.5,12,18.70356,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
26,28,0,1409.53,23.213,.068994,.639,9.261675,2.258579,14.8,13.5,12.66813,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
27,28,0,1403.641,26.016,.076878,1.578,20.52603,2.258579,14.2,13.1,17.25999,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
28,28,77653.129,0,36.329,.008969,1.109,123.6481,0,11.9,16.4,15.99429,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
29,28,0,268.035,40.927,.007419,7.73,1041.919,27.93428,13.6,16,18.85584,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
30,28,0,1926.766,24.087,.121364,1.515,12.48311,.005929,11,12.1,13.37019,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
31,28,0,2380.611,31.011,.109806,1.202,10.94658,2.258579,11.1,10.1,13.23782,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
32,28,0,207.2547,32.965,.047224,17.99,380.9504,1.2612,13.1,13.2,18.24013,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
33,28,0,618.5355,28.706,.040953,10.847,264.8646,2.982439,13.3,11.1,19.47605,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
34,28,0,1469.524,23.577,.068679,3.146,45.80731,2.536528,13.6,11.8,16.99017,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
35,28,0,2448.461,27.25,.096002,2.842,29.60355,2.258579,13.8,13.6,16.86778,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
36,28,0,358.7828,29.069,.04482,11.882,265.1049,1.444129,15.8,11.3,19.11246,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
37,28,0,123.1595,32.181,.001045,1.003,959.8086,.101832,15.5,13.5,16.40526,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
38,28,0,827.7944,26.256,.030111,3.487,115.8049,.563243,11.7,11.2,18.3778,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
39,28,0,1379.404,22.503,.075896,.696,9.170444,2.258579,14.7,12.3,13.60737,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
40,28,0,931.9072,24.807,.041219,4.877,118.3192,1.005436,12.8,10.5,18.25121,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
41,28,0,1683.131,27.016,.261914,16.987,64.85717,6.4774,10.2,13.9,19.92741,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
42,28,0,2067.439,29.47,.082168,1.723,20.96923,2.258579,8.9,15.4,17.44068,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
43,28,0,546.7761,33.328,.039598,6.187,156.2453,.112465,11,15.4,17.44964,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
44,28,0,74.88203,29.792,.009249,.563,60.87144,0,12,15.4,15.43458,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
45,28,0,2367.263,31.183,.066581,4.867,73.09893,2.258579,11.6,15.9,18.16887,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
46,28,0,908.569,29.442,.054314,4.892,90.06886,.456722,13.4,12.1,18.16593,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
47,28,0,569.5027,20.795,.024087,1.793,74.43849,2.304,15.3,7.5,17.74504,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
48,28,0,1779.411,27.096,.097105,.454,4.675352,2.258579,10.9,13.1,11.86568,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1992
1,28,0,1097.274,23.597,.05075,4.041,79.62562,1.102672,13,10.1,18.19989,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
2,28,0,1259.163,21.147,.052075,2.351,45.14642,.834602,15,8.9,18.6109,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
3,28,0,2230.618,27.54,.113642,3.664,32.2416,2.258579,13.4,13.3,17.7924,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
4,28,0,2577.98,35.798,.155973,29.76,190.8023,2.258579,10.6,15.3,19.37004,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
5,28,0,1780.099,30.14,.103729,3.294,31.75583,2.258579,10,18,16.736,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
6,28,0,139.8014,41.721,.004845,3.287,678.4314,.439263,14.1,16.2,17.42962,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
7,28,0,359.6431,34.875,.001955,.666,340.6649,0,12.4,13.7,16.69976,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
8,28,0,1176.579,27.483,.053997,12.938,239.6059,.347235,18.6,12,17.25075,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
9,28,0,981.4482,29.021,.057919,6.478,111.8459,.400421,10.1,12.9,18.01346,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
10,28,0,1114.007,26.229,.055875,2.777,49.70022,.121515,15.5,11.7,17.23384,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
11,28,0,2119.919,25.257,.082751,1.007,12.16904,2.258579,11.8,12.4,13.6703,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
12,28,0,941.6718,32.252,.055593,11.431,205.6194,2.66384,12.6,13.6,19.18142,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
13,28,0,796.0586,28.797,.03587,5.544,154.5581,6.426348,12.7,9.2,20.01583,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
14,28,0,1419.702,27.291,.081823,2.478,30.28488,2.258579,13.9,14.1,17.83781,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
15,28,0,820.1931,22.534,.039732,3.685,92.7464,.698978,12.7,8.1,18.269,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
16,28,0,1397.683,21.949,.043566,4.22,96.86452,10.75009,11.3,10.5,18.69055,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
17,28,67642.057,91.40475,36.952,.007838,6.016,767.5427,.130908,14,16.6,17.3586,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
18,28,0,404.7569,39.386,.009775,4.781,489.1049,.021288,11.1,15.6,17.85357,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
19,28,34380.022,129.7736,27.854,.030865,1.228,39.78617,.011796,13.7,12.7,15.23506,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
20,28,0,681.1671,31.02,.056809,9.295,163.6184,4.772254,12.4,10.9,19.28,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
21,28,0,1133.398,30.909,.079617,4.375,54.95058,.100022,12.6,15.6,17.06852,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
22,28,0,1142.328,26.362,.068898,5.117,74.26921,.60172,14.2,11.7,18.18628,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
23,28,0,1223.96,20.136,.046914,2.573,54.84504,.000061,12.5,9.7,19.37599,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
24,28,0,1855.514,22.988,.145556,.799,5.489296,2.258579,13.4,14.1,14.54987,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
25,28,0,686.1306,26.647,.048718,6.629,136.0688,.076299,12.5,12,18.64672,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
26,28,0,1409.53,23.213,.068994,.639,9.261675,2.258579,14.8,13.5,12.73997,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
27,28,0,1403.641,26.016,.076878,1.578,20.52603,2.258579,14.2,13.1,17.49413,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
28,28,57232.805,0,36.329,.008969,1.109,123.6481,0,11.9,16.4,16.07069,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
29,28,0,268.035,40.927,.007419,7.73,1041.919,27.93428,13.6,16,18.78808,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
30,28,0,1926.766,24.087,.121364,1.515,12.48311,.005929,11,12.1,13.48744,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
31,28,0,2380.611,31.011,.109806,1.202,10.94658,2.258579,11.1,10.1,13.15071,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
32,28,0,207.2547,32.965,.047224,17.99,380.9504,1.2612,13.1,13.2,18.4407,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
33,28,0,618.5355,28.706,.040953,10.847,264.8646,2.982439,13.3,11.1,19.53212,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
34,28,0,1469.524,23.577,.068679,3.146,45.80731,2.536528,13.6,11.8,17.42611,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
35,28,0,2448.461,27.25,.096002,2.842,29.60355,2.258579,13.8,13.6,16.86476,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
36,28,0,358.7828,29.069,.04482,11.882,265.1049,1.444129,15.8,11.3,19.4948,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
37,28,91943.462,123.1595,32.181,.001045,1.003,959.8086,.101832,15.5,13.5,16.51375,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
38,28,0,827.7944,26.256,.030111,3.487,115.8049,.563243,11.7,11.2,18.71056,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
39,28,0,1379.404,22.503,.075896,.696,9.170444,2.258579,14.7,12.3,13.51762,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
40,28,0,931.9072,24.807,.041219,4.877,118.3192,1.005436,12.8,10.5,18.0187,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
41,28,0,1683.131,27.016,.261914,16.987,64.85717,6.4774,10.2,13.9,19.8075,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
42,28,0,2067.439,29.47,.082168,1.723,20.96923,2.258579,8.9,15.4,17.59637,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
43,28,0,546.7761,33.328,.039598,6.187,156.2453,.112465,11,15.4,17.49622,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
44,28,0,74.88203,29.792,.009249,.563,60.87144,0,12,15.4,15.32019,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
45,28,0,2367.263,31.183,.066581,4.867,73.09893,2.258579,11.6,15.9,17.97924,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
46,28,0,908.569,29.442,.054314,4.892,90.06886,.456722,13.4,12.1,18.44438,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
47,28,0,569.5027,20.795,.024087,1.793,74.43849,2.304,15.3,7.5,17.83751,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
48,28,0,1779.411,27.096,.097105,.454,4.675352,2.258579,10.9,13.1,11.77009,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1993
1,28,0,1097.274,23.597,.05075,4.041,79.62562,1.102672,13,10.1,18.11832,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
2,28,0,1259.163,21.147,.052075,2.351,45.14642,.834602,15,8.9,18.75342,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
3,28,0,2230.618,27.54,.113642,3.664,32.2416,2.258579,13.4,13.3,17.51597,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
4,28,0,2577.98,35.798,.155973,29.76,190.8023,2.258579,10.6,15.3,18.33639,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
5,28,0,1780.099,30.14,.103729,3.294,31.75583,2.258579,10,18,16.63934,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
6,28,4399.9997,139.8014,41.721,.004845,3.287,678.4314,.439263,14.1,16.2,17.36561,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
7,28,0,359.6431,34.875,.001955,.666,340.6649,0,12.4,13.7,16.63808,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
8,28,0,1176.579,27.483,.053997,12.938,239.6059,.347235,18.6,12,17.04403,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
9,28,0,981.4482,29.021,.057919,6.478,111.8459,.400421,10.1,12.9,17.98102,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
10,28,0,1114.007,26.229,.055875,2.777,49.70022,.121515,15.5,11.7,17.54469,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
11,28,0,2119.919,25.257,.082751,1.007,12.16904,2.258579,11.8,12.4,13.62128,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
12,28,0,941.6718,32.252,.055593,11.431,205.6194,2.66384,12.6,13.6,19.1489,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
13,28,0,796.0586,28.797,.03587,5.544,154.5581,6.426348,12.7,9.2,19.3689,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
14,28,0,1419.702,27.291,.081823,2.478,30.28488,2.258579,13.9,14.1,17.8996,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
15,28,0,820.1931,22.534,.039732,3.685,92.7464,.698978,12.7,8.1,18.08435,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
16,28,0,1397.683,21.949,.043566,4.22,96.86452,10.75009,11.3,10.5,18.1718,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
17,28,74384.031,91.40475,36.952,.007838,6.016,767.5427,.130908,14,16.6,17.506,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
18,28,0,404.7569,39.386,.009775,4.781,489.1049,.021288,11.1,15.6,17.49651,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
19,28,0,129.7736,27.854,.030865,1.228,39.78617,.011796,13.7,12.7,15.29789,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
20,28,0,681.1671,31.02,.056809,9.295,163.6184,4.772254,12.4,10.9,19.36432,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
21,28,0,1133.398,30.909,.079617,4.375,54.95058,.100022,12.6,15.6,17.07512,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
22,28,0,1142.328,26.362,.068898,5.117,74.26921,.60172,14.2,11.7,18.44036,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
23,28,0,1223.96,20.136,.046914,2.573,54.84504,.000061,12.5,9.7,17.52148,36.329,.008969,1.109,123.6481,11.9,16.4,0,0,"northeast",1994
