orig_id,dest_id,shipments,dist,oinc,oarea,opop,odens,ocap,o65,ocoll,ogen,dinc,darea,dpop,ddens,d65,dcoll,dcap,tax,dregion,year
34,10,0,495.0538,23.577,.068679,3.146,45.80731,2.536528,13.6,11.8,16.49825,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1990
35,10,0,1416.85,27.25,.096002,2.842,29.60355,2.258579,13.8,13.6,14.82567,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1990
36,10,0,826.1887,29.069,.04482,11.882,265.1049,1.444129,15.8,11.3,18.16701,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1990
37,10,0,1133.479,32.181,.001045,1.003,959.8086,.101832,15.5,13.5,14.40062,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1990
38,10,0,878.6076,26.256,.030111,3.487,115.8049,.563243,11.7,11.2,16.84548,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1990
39,10,0,333.3375,22.503,.075896,.696,9.170444,2.258579,14.7,12.3,12.9887,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1990
40,10,0,580.018,24.807,.041219,4.877,118.3192,1.005436,12.8,10.5,16.67322,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1990
41,10,0,772.1207,27.016,.261914,16.987,64.85717,6.4774,10.2,13.9,18.20392,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1990
42,10,0,959.2858,29.47,.082168,1.723,20.96923,2.258579,8.9,15.4,18.29488,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1990
43,10,0,850.4995,33.328,.039598,6.187,156.2453,.112465,11,15.4,15.95505,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1990
44,10,0,1056.905,29.792,.009249,.563,60.87144,0,12,15.4,12.99916,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1990
45,10,0,1382.945,31.183,.066581,4.867,73.09893,2.258579,11.6,15.9,15.13884,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1990
46,10,0,247.1979,29.442,.054314,4.892,90.06886,.456722,13.4,12.1,16.84135,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1990
47,10,0,710.5101,20.795,.024087,1.793,74.43849,2.304,15.3,7.5,16.36939,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1990
48,10,0,699.7214,27.096,.097105,.454,4.675352,2.258579,10.9,13.1,10.17435,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1990
1,10,0,733.1555,23.597,.05075,4.041,79.62562,1.102672,13,10.1,18.42532,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
2,10,0,494.7335,21.147,.052075,2.351,45.14642,.834602,15,8.9,18.37695,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
3,10,0,1131.178,27.54,.113642,3.664,32.2416,2.258579,13.4,13.3,17.19571,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
4,10,0,1474.39,35.798,.155973,29.76,190.8023,2.258579,10.6,15.3,18.92961,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
5,10,0,666.4541,30.14,.103729,3.294,31.75583,2.258579,10,18,16.24541,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
6,10,0,1070.835,41.721,.004845,3.287,678.4314,.439263,14.1,16.2,17.34648,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
7,10,0,961.2856,34.875,.001955,.666,340.6649,0,12.4,13.7,16.0174,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
8,10,0,1087.274,27.483,.053997,12.938,239.6059,.347235,18.6,12,17.22645,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
9,10,0,836.153,29.021,.057919,6.478,111.8459,.400421,10.1,12.9,18.14002,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
10,10,1374566.9,0,26.229,.055875,2.777,49.70022,.121515,15.5,11.7,17.06838,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
11,10,0,1071.891,25.257,.082751,1.007,12.16904,2.258579,11.8,12.4,13.62319,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
12,10,336501.21,270.4765,32.252,.055593,11.431,205.6194,2.66384,12.6,13.6,18.79165,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
13,10,0,407.7458,28.797,.03587,5.544,154.5581,6.426348,12.7,9.2,19.7725,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
14,10,0,344.7686,27.291,.081823,2.478,30.28488,2.258579,13.9,14.1,17.70435,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
15,10,0,534.0504,22.534,.039732,3.685,92.7464,.698978,12.7,8.1,18.21129,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
16,10,0,760.5823,21.949,.043566,4.22,96.86452,10.75009,11.3,10.5,18.2009,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
17,10,0,1127.76,36.952,.007838,6.016,767.5427,.130908,14,16.6,17.30255,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
18,10,0,905.579,39.386,.009775,4.781,489.1049,.021288,11.1,15.6,17.19706,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
19,10,0,1217.71,27.854,.030865,1.228,39.78617,.011796,13.7,12.7,15.28694,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
20,10,0,440.9802,31.02,.056809,9.295,163.6184,4.772254,12.4,10.9,19.23539,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
21,10,11196.995,246.6425,30.909,.079617,4.375,54.95058,.100022,12.6,15.6,17.10039,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
22,10,0,252.9336,26.362,.068898,5.117,74.26921,.60172,14.2,11.7,17.58893,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
23,10,0,671.9373,20.136,.046914,2.573,54.84504,.000061,12.5,9.7,17.78939,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
24,10,0,866.7535,22.988,.145556,.799,5.489296,2.258579,13.4,14.1,15.02281,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
25,10,0,871.5908,26.647,.048718,6.629,136.0688,.076299,12.5,12,18.73327,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
26,10,0,497.0488,23.213,.068994,.639,9.261675,2.258579,14.8,13.5,12.94228,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
27,10,0,290.3817,26.016,.076878,1.578,20.52603,2.258579,14.2,13.1,16.95302,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
28,10,0,1114.007,36.329,.008969,1.109,123.6481,0,11.9,16.4,16.15684,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
29,10,0,987.4317,40.927,.007419,7.73,1041.919,27.93428,13.6,16,18.74475,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
30,10,0,846.1099,24.087,.121364,1.515,12.48311,.005929,11,12.1,13.47595,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
31,10,0,1278.959,31.011,.109806,1.202,10.94658,2.258579,11.1,10.1,13.09052,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
32,10,0,919.9918,32.965,.047224,17.99,380.9504,1.2612,13.1,13.2,18.13749,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
33,10,0,566.0425,28.706,.040953,10.847,264.8646,2.982439,13.3,11.1,19.57994,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
34,10,0,495.0538,23.577,.068679,3.146,45.80731,2.536528,13.6,11.8,17.32116,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
35,10,0,1416.85,27.25,.096002,2.842,29.60355,2.258579,13.8,13.6,16.72282,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
36,10,0,826.1887,29.069,.04482,11.882,265.1049,1.444129,15.8,11.3,19.0113,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
37,10,0,1133.479,32.181,.001045,1.003,959.8086,.101832,15.5,13.5,16.0167,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
38,10,0,878.6076,26.256,.030111,3.487,115.8049,.563243,11.7,11.2,18.4473,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
39,10,0,333.3375,22.503,.075896,.696,9.170444,2.258579,14.7,12.3,13.31658,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
40,10,0,580.018,24.807,.041219,4.877,118.3192,1.005436,12.8,10.5,17.9992,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
41,10,0,772.1207,27.016,.261914,16.987,64.85717,6.4774,10.2,13.9,19.64979,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
42,10,0,959.2858,29.47,.082168,1.723,20.96923,2.258579,8.9,15.4,17.29636,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
43,10,0,850.4995,33.328,.039598,6.187,156.2453,.112465,11,15.4,17.53938,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
44,10,0,1056.905,29.792,.009249,.563,60.87144,0,12,15.4,14.92416,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
45,10,0,1382.945,31.183,.066581,4.867,73.09893,2.258579,11.6,15.9,18.10399,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
46,10,0,247.1979,29.442,.054314,4.892,90.06886,.456722,13.4,12.1,18.0229,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
47,10,0,710.5101,20.795,.024087,1.793,74.43849,2.304,15.3,7.5,17.47108,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
48,10,0,699.7214,27.096,.097105,.454,4.675352,2.258579,10.9,13.1,11.19868,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1991
1,10,0,733.1555,23.597,.05075,4.041,79.62562,1.102672,13,10.1,18.03024,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
2,10,0,494.7335,21.147,.052075,2.351,45.14642,.834602,15,8.9,18.62572,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
3,10,0,1131.178,27.54,.113642,3.664,32.2416,2.258579,13.4,13.3,17.28103,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
4,10,0,1474.39,35.798,.155973,29.76,190.8023,2.258579,10.6,15.3,18.85964,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
5,10,0,666.4541,30.14,.103729,3.294,31.75583,2.258579,10,18,16.50503,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
6,10,0,1070.835,41.721,.004845,3.287,678.4314,.439263,14.1,16.2,17.34972,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
7,10,0,961.2856,34.875,.001955,.666,340.6649,0,12.4,13.7,16.11718,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
8,10,0,1087.274,27.483,.053997,12.938,239.6059,.347235,18.6,12,17.31192,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
9,10,0,836.153,29.021,.057919,6.478,111.8459,.400421,10.1,12.9,18.11468,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
10,10,1459054.7,0,26.229,.055875,2.777,49.70022,.121515,15.5,11.7,17.08463,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
11,10,0,1071.891,25.257,.082751,1.007,12.16904,2.258579,11.8,12.4,13.59865,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
12,10,1987.9994,270.4765,32.252,.055593,11.431,205.6194,2.66384,12.6,13.6,19.26032,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
13,10,0,407.7458,28.797,.03587,5.544,154.5581,6.426348,12.7,9.2,19.89063,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
14,10,0,344.7686,27.291,.081823,2.478,30.28488,2.258579,13.9,14.1,17.91966,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
15,10,0,534.0504,22.534,.039732,3.685,92.7464,.698978,12.7,8.1,18.24701,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
16,10,0,760.5823,21.949,.043566,4.22,96.86452,10.75009,11.3,10.5,19.34278,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
17,10,0,1127.76,36.952,.007838,6.016,767.5427,.130908,14,16.6,17.43226,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
18,10,0,905.579,39.386,.009775,4.781,489.1049,.021288,11.1,15.6,17.12806,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
19,10,0,1217.71,27.854,.030865,1.228,39.78617,.011796,13.7,12.7,15.2328,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
20,10,0,440.9802,31.02,.056809,9.295,163.6184,4.772254,12.4,10.9,19.33699,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
21,10,1104.0004,246.6425,30.909,.079617,4.375,54.95058,.100022,12.6,15.6,17.12471,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
22,10,0,252.9336,26.362,.068898,5.117,74.26921,.60172,14.2,11.7,19.12885,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
23,10,0,671.9373,20.136,.046914,2.573,54.84504,.000061,12.5,9.7,18.08315,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
24,10,0,866.7535,22.988,.145556,.799,5.489296,2.258579,13.4,14.1,14.83181,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
25,10,0,871.5908,26.647,.048718,6.629,136.0688,.076299,12.5,12,18.70356,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
26,10,0,497.0488,23.213,.068994,.639,9.261675,2.258579,14.8,13.5,12.66813,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
27,10,0,290.3817,26.016,.076878,1.578,20.52603,2.258579,14.2,13.1,17.25999,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
28,10,0,1114.007,36.329,.008969,1.109,123.6481,0,11.9,16.4,15.99429,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
29,10,0,987.4317,40.927,.007419,7.73,1041.919,27.93428,13.6,16,18.85584,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
30,10,0,846.1099,24.087,.121364,1.515,12.48311,.005929,11,12.1,13.37019,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
31,10,0,1278.959,31.011,.109806,1.202,10.94658,2.258579,11.1,10.1,13.23782,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
32,10,0,919.9918,32.965,.047224,17.99,380.9504,1.2612,13.1,13.2,18.24013,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
33,10,0,566.0425,28.706,.040953,10.847,264.8646,2.982439,13.3,11.1,19.47605,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
34,10,0,495.0538,23.577,.068679,3.146,45.80731,2.536528,13.6,11.8,16.99017,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
35,10,0,1416.85,27.25,.096002,2.842,29.60355,2.258579,13.8,13.6,16.86778,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
36,10,0,826.1887,29.069,.04482,11.882,265.1049,1.444129,15.8,11.3,19.11246,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
37,10,0,1133.479,32.181,.001045,1.003,959.8086,.101832,15.5,13.5,16.40526,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
38,10,0,878.6076,26.256,.030111,3.487,115.8049,.563243,11.7,11.2,18.3778,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
39,10,0,333.3375,22.503,.075896,.696,9.170444,2.258579,14.7,12.3,13.60737,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
40,10,0,580.018,24.807,.041219,4.877,118.3192,1.005436,12.8,10.5,18.25121,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
41,10,0,772.1207,27.016,.261914,16.987,64.85717,6.4774,10.2,13.9,19.92741,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
42,10,0,959.2858,29.47,.082168,1.723,20.96923,2.258579,8.9,15.4,17.44068,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
43,10,0,850.4995,33.328,.039598,6.187,156.2453,.112465,11,15.4,17.44964,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
44,10,0,1056.905,29.792,.009249,.563,60.87144,0,12,15.4,15.43458,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
45,10,0,1382.945,31.183,.066581,4.867,73.09893,2.258579,11.6,15.9,18.16887,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
46,10,0,247.1979,29.442,.054314,4.892,90.06886,.456722,13.4,12.1,18.16593,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
47,10,0,710.5101,20.795,.024087,1.793,74.43849,2.304,15.3,7.5,17.74504,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
48,10,0,699.7214,27.096,.097105,.454,4.675352,2.258579,10.9,13.1,11.86568,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1992
1,10,0,733.1555,23.597,.05075,4.041,79.62562,1.102672,13,10.1,18.19989,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
2,10,0,494.7335,21.147,.052075,2.351,45.14642,.834602,15,8.9,18.6109,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
3,10,0,1131.178,27.54,.113642,3.664,32.2416,2.258579,13.4,13.3,17.7924,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
4,10,0,1474.39,35.798,.155973,29.76,190.8023,2.258579,10.6,15.3,19.37004,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
5,10,0,666.4541,30.14,.103729,3.294,31.75583,2.258579,10,18,16.736,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
6,10,0,1070.835,41.721,.004845,3.287,678.4314,.439263,14.1,16.2,17.42962,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
7,10,0,961.2856,34.875,.001955,.666,340.6649,0,12.4,13.7,16.69976,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
8,10,0,1087.274,27.483,.053997,12.938,239.6059,.347235,18.6,12,17.25075,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
9,10,0,836.153,29.021,.057919,6.478,111.8459,.400421,10.1,12.9,18.01346,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
10,10,732844.37,0,26.229,.055875,2.777,49.70022,.121515,15.5,11.7,17.23384,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
11,10,0,1071.891,25.257,.082751,1.007,12.16904,2.258579,11.8,12.4,13.6703,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
12,10,8153.001,270.4765,32.252,.055593,11.431,205.6194,2.66384,12.6,13.6,19.18142,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
13,10,0,407.7458,28.797,.03587,5.544,154.5581,6.426348,12.7,9.2,20.01583,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
14,10,0,344.7686,27.291,.081823,2.478,30.28488,2.258579,13.9,14.1,17.83781,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
15,10,0,534.0504,22.534,.039732,3.685,92.7464,.698978,12.7,8.1,18.269,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
16,10,0,760.5823,21.949,.043566,4.22,96.86452,10.75009,11.3,10.5,18.69055,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
17,10,0,1127.76,36.952,.007838,6.016,767.5427,.130908,14,16.6,17.3586,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
18,10,0,905.579,39.386,.009775,4.781,489.1049,.021288,11.1,15.6,17.85357,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
19,10,0,1217.71,27.854,.030865,1.228,39.78617,.011796,13.7,12.7,15.23506,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
20,10,0,440.9802,31.02,.056809,9.295,163.6184,4.772254,12.4,10.9,19.28,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
21,10,2226.0007,246.6425,30.909,.079617,4.375,54.95058,.100022,12.6,15.6,17.06852,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
22,10,0,252.9336,26.362,.068898,5.117,74.26921,.60172,14.2,11.7,18.18628,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
23,10,0,671.9373,20.136,.046914,2.573,54.84504,.000061,12.5,9.7,19.37599,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
24,10,0,866.7535,22.988,.145556,.799,5.489296,2.258579,13.4,14.1,14.54987,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
25,10,0,871.5908,26.647,.048718,6.629,136.0688,.076299,12.5,12,18.64672,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
26,10,0,497.0488,23.213,.068994,.639,9.261675,2.258579,14.8,13.5,12.73997,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
27,10,4200.0005,290.3817,26.016,.076878,1.578,20.52603,2.258579,14.2,13.1,17.49413,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
28,10,0,1114.007,36.329,.008969,1.109,123.6481,0,11.9,16.4,16.07069,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
29,10,0,987.4317,40.927,.007419,7.73,1041.919,27.93428,13.6,16,18.78808,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
30,10,0,846.1099,24.087,.121364,1.515,12.48311,.005929,11,12.1,13.48744,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
31,10,0,1278.959,31.011,.109806,1.202,10.94658,2.258579,11.1,10.1,13.15071,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
32,10,0,919.9918,32.965,.047224,17.99,380.9504,1.2612,13.1,13.2,18.4407,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
33,10,0,566.0425,28.706,.040953,10.847,264.8646,2.982439,13.3,11.1,19.53212,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
34,10,0,495.0538,23.577,.068679,3.146,45.80731,2.536528,13.6,11.8,17.42611,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
35,10,0,1416.85,27.25,.096002,2.842,29.60355,2.258579,13.8,13.6,16.86476,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
36,10,0,826.1887,29.069,.04482,11.882,265.1049,1.444129,15.8,11.3,19.4948,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
37,10,0,1133.479,32.181,.001045,1.003,959.8086,.101832,15.5,13.5,16.51375,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
38,10,0,878.6076,26.256,.030111,3.487,115.8049,.563243,11.7,11.2,18.71056,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
39,10,0,333.3375,22.503,.075896,.696,9.170444,2.258579,14.7,12.3,13.51762,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
40,10,0,580.018,24.807,.041219,4.877,118.3192,1.005436,12.8,10.5,18.0187,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
41,10,0,772.1207,27.016,.261914,16.987,64.85717,6.4774,10.2,13.9,19.8075,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
42,10,4.9999972,959.2858,29.47,.082168,1.723,20.96923,2.258579,8.9,15.4,17.59637,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
43,10,0,850.4995,33.328,.039598,6.187,156.2453,.112465,11,15.4,17.49622,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
44,10,0,1056.905,29.792,.009249,.563,60.87144,0,12,15.4,15.32019,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
45,10,0,1382.945,31.183,.066581,4.867,73.09893,2.258579,11.6,15.9,17.97924,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
46,10,0,247.1979,29.442,.054314,4.892,90.06886,.456722,13.4,12.1,18.44438,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
47,10,0,710.5101,20.795,.024087,1.793,74.43849,2.304,15.3,7.5,17.83751,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
48,10,0,699.7214,27.096,.097105,.454,4.675352,2.258579,10.9,13.1,11.77009,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1993
1,10,0,733.1555,23.597,.05075,4.041,79.62562,1.102672,13,10.1,18.11832,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1994
2,10,0,494.7335,21.147,.052075,2.351,45.14642,.834602,15,8.9,18.75342,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1994
3,10,0,1131.178,27.54,.113642,3.664,32.2416,2.258579,13.4,13.3,17.51597,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1994
4,10,0,1474.39,35.798,.155973,29.76,190.8023,2.258579,10.6,15.3,18.33639,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1994
5,10,0,666.4541,30.14,.103729,3.294,31.75583,2.258579,10,18,16.63934,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1994
6,10,0,1070.835,41.721,.004845,3.287,678.4314,.439263,14.1,16.2,17.36561,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1994
7,10,0,961.2856,34.875,.001955,.666,340.6649,0,12.4,13.7,16.63808,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1994
8,10,0,1087.274,27.483,.053997,12.938,239.6059,.347235,18.6,12,17.04403,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1994
9,10,0,836.153,29.021,.057919,6.478,111.8459,.400421,10.1,12.9,17.98102,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1994
10,10,1294117.1,0,26.229,.055875,2.777,49.70022,.121515,15.5,11.7,17.54469,26.229,.055875,2.777,49.70022,15.5,11.7,.121515,0,"other",1994
