sid,year,aid,log_salary_governor_gbp,log_rev_total_gbp,log_rev_customs_gbp,log_rev_internal_gbp,log_exp_total_gbp,log_exp_tax_gbp,log_exp_pubworks_gbp,log_population_imputed,shared_ancestry,both_arist,both_oxbridge,both_eton,connected,age_entry,cambridge,oxford,eton,peerage,civilservant,politician,military,ordinance_total,ordinance_health,ordinance_education,ordinance_pubworks,ordinance_welfare,ordinance_tax,ordinance_trade,customs_exemptions,social_unrest,hansard_mention,polarity,award_highest,log_dist_london,area_tropics,logem4,sum_d_pre_post,post1930,tenure_aid,landlocked,quinquennial,decade,bilateral,no_colonies,duration,state_aid,min_year,min_revenue,full,post1930_connected,connected_year1930,tenure
"Aden",1938,"Bernard Rawdon Reilly",8.086411,11.90891,,,11.79066,,,11.057633,0,0,0,0,0,55,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,-.042012,0,8.206037,0,,,1,2,0,1935,1930,245,1,1,1,1937,11.90891,0,0,0,1
"Aden",1937,"Bernard Rawdon Reilly",8.086411,,,,,,,11.011717,0,0,0,0,0,55,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,.170536,0,8.206037,0,,,1,2,0,1935,1930,245,1,0,1,1937,11.90891,0,0,0,0
"Aden",1939,"Bernard Rawdon Reilly",8.086411,,,,,,,11.103549,0,0,0,0,0,55,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,-.057293,0,8.206037,0,,,1,2,0,1935,1930,244,1,2,1,1937,11.90891,0,0,0,2
"Aden",1944,"John Hathorn Hall",8.086411,,,,,,,11.333127,0,0,0,0,0,46,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,.042788,0,8.206037,0,,,1,11,0,1940,1940,1567,1,4,2,1940,11.90891,0,0,0,4
"Aden",1941,"John Hathorn Hall",8.086411,,,,,,,11.19538,0,0,0,0,0,46,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,.48876,0,8.206037,0,,,1,11,0,1940,1940,1568,1,1,2,1940,11.90891,0,0,0,1
"Aden",1942,"John Hathorn Hall",8.086411,,,,,,,11.241296,0,0,0,0,0,46,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,.200268,0,8.206037,0,,,1,11,0,1940,1940,1568,1,2,2,1940,11.90891,0,0,0,2
"Aden",1940,"John Hathorn Hall",8.086411,,,,,,,11.149464,0,0,1,0,1,46,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,.25346,0,8.206037,0,,,1,11,0,1940,1940,1565,1,0,2,1940,11.90891,0,1,10,0
"Aden",1943,"John Hathorn Hall",8.086411,,,,,,,11.287211,0,0,0,0,0,46,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,-.01644,0,8.206037,0,,,1,11,0,1940,1940,1567,1,3,2,1940,11.90891,0,0,0,3
"Aden",1946,"Reginald Stuart Champion",8.086411,,,,,,,11.424958,0,0,0,0,0,50,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,.093151,0,8.206037,0,,,1,5,0,1945,1940,1963,1,1,3,1945,11.90891,0,0,0,1
"Aden",1947,"Reginald Stuart Champion",8.086411,,,,,,,11.470874,0,0,0,0,0,50,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,.045711,0,8.206037,0,,,1,5,0,1945,1940,1962,1,2,3,1945,11.90891,0,0,0,2
"Aden",1948,"Reginald Stuart Champion",8.086411,,,,,,,11.51679,0,0,0,0,0,50,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,-.042658,0,8.206037,0,,,1,5,0,1945,1940,1962,1,3,3,1945,11.90891,0,0,0,3
"Aden",1945,"Reginald Stuart Champion",8.086411,,,,,,,11.379043,0,0,0,0,0,50,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,-.015768,0,8.206037,0,,,1,5,0,1945,1940,1965,1,0,3,1945,11.90891,0,0,0,0
"Aden",1949,"Reginald Stuart Champion",8.086411,,,,,,,11.562706,0,0,0,0,0,50,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,.045844,0,8.206037,0,,,1,5,0,1945,1940,1962,1,4,3,1945,11.90891,0,0,0,4
"Aden",1950,"Reginald Stuart Champion",8.086411,,,,,,,11.608621,0,0,0,0,0,50,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,0,1,.081641,0,8.206037,0,,,1,5,0,1950,1950,1964,1,5,3,1945,11.90891,0,0,0,5
"Aden",1951,"Tom Hickinbotham",8.433811,,,,,,,11.654537,0,0,0,0,0,48,0,0,,0,1,0,1,0,0,0,0,0,0,0,,0,1,-.021812,0,8.206037,0,,,1,4,0,1950,1950,2255,1,0,4,1951,11.90891,0,0,0,0
"Aden",1955,"Tom Hickinbotham",8.433811,14.93047,,,14.80599,,,11.8382,0,0,0,0,0,48,0,0,,0,1,0,1,,,,,,,,,0,1,-.048375,0,8.206037,0,,0,1,4,0,1955,1950,2254,1,4,4,1951,11.90891,1,0,0,4
"Aden",1953,"Tom Hickinbotham",8.433811,,,,,,,11.746368,0,0,0,0,0,48,0,0,,0,1,0,1,0,0,0,0,0,0,0,,0,1,.028993,0,8.206037,0,,,1,4,0,1950,1950,2255,1,2,4,1951,11.90891,0,0,0,2
"Aden",1952,"Tom Hickinbotham",8.433811,,,,,,,11.700453,0,0,0,0,0,48,0,0,,0,1,0,1,0,0,0,0,0,0,0,,0,1,.056433,0,8.206037,0,,,1,4,0,1950,1950,2255,1,1,4,1951,11.90891,0,0,0,1
"Aden",1954,"Tom Hickinbotham",8.433811,14.85005,,,14.8902,,,11.792284,0,0,0,0,0,48,0,0,,0,1,0,1,,,,,,,,,0,1,-.040203,0,8.206037,0,,0,1,4,0,1950,1950,2255,1,3,4,1951,11.90891,1,0,0,3
"Aden",1958,"William Henry Tucker Luce",8.656955,15.3983,,,15.28722,,,,1,0,0,0,1,49,1,0,0,0,1,0,0,,,,,,,,,0,1,-.013488,0,8.206037,0,,0,1,3,0,1955,1950,2375,1,2,5,1956,11.90891,1,1,28,2
"Aden",1956,"William Henry Tucker Luce",8.656955,15.17947,,,15.15028,,,,1,0,0,0,1,49,1,0,0,0,1,0,0,,,,,,,,,0,1,.026668,0,8.206037,0,,0,1,3,0,1955,1950,2375,1,0,5,1956,11.90891,1,1,26,0
"Aden",1959,"William Henry Tucker Luce",8.656955,15.17352,13.97824,14.8131,15.15923,,,,0,0,1,0,1,49,1,0,0,0,1,0,0,,,,,,,,,0,1,.058732,0,8.206037,0,,0,1,3,0,1955,1950,2376,1,3,5,1956,11.90891,1,1,29,3
"Aden",1957,"William Henry Tucker Luce",8.656955,15.17433,,,15.19107,,,,1,0,0,0,1,49,1,0,0,0,1,0,0,,,,,,,,,0,1,.023015,0,8.206037,0,,0,1,3,0,1955,1950,2375,1,1,5,1956,11.90891,1,1,27,1
"Aden",1963,"Charles Hepburn Johnston",8.824677,15.2403,,,15.18141,,,,0,0,1,0,1,48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,.052114,0,8.206037,0,,0,1,3,0,1960,1960,375,1,3,6,1960,11.90891,1,1,33,3
"Aden",1960,"Charles Hepburn Johnston",8.824677,15.2895,,,15.28444,,,,0,0,0,0,0,48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,.066262,0,8.206037,0,,0,1,3,0,1960,1960,376,1,0,6,1960,11.90891,1,0,0,0
"Aden",1962,"Charles Hepburn Johnston",8.824677,15.52977,,,15.51575,,,,0,0,1,0,1,48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,-.196734,0,8.206037,0,,0,1,3,0,1960,1960,377,1,2,6,1960,11.90891,1,1,32,2
"Aden",1961,"Charles Hepburn Johnston",8.824677,15.36246,,,15.36601,,,,0,0,1,0,1,48,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,.101674,0,8.206037,0,,0,1,3,0,1960,1960,377,1,1,6,1960,11.90891,1,1,31,1
"Antigua",1854,"Robert James Mackintosh",8.006368,10.14917,9.978873,8.295047,10.07015,,7.425954,10.530212,0,0,0,0,0,41,0,,0,0,1,0,0,0,0,0,0,0,0,0,,1,1,.494123,0,8.316756,1,,,0,4,0,1854,1854,2053,2,4,14,1847,9.395741,0,0,0,4
"Antigua",1853,"Robert James Mackintosh",8.006368,10.06088,9.874831,8.287527,10.22716,,,10.557972,0,0,0,0,0,41,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,8.316756,1,,,0,4,0,,,2053,2,3,14,1847,9.395741,0,0,0,3
"Antigua",1850,"Robert James Mackintosh",8.006368,9.983407,9.801843,8.187853,9.935083,,,10.496206,0,0,0,0,0,41,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,8.316756,1,,,0,4,0,,,2052,2,0,14,1847,9.395741,0,0,0,0
"Antigua",1851,"Robert James Mackintosh",8.006368,9.993693,9.82747,8.117311,9.956365,,,10.522342,0,0,0,0,0,41,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,8.316756,1,,,0,4,0,,,2052,2,1,14,1847,9.395741,0,0,0,1
"Antigua",1852,"Robert James Mackintosh",8.006368,10.134,9.969322,8.24905,9.999979,,,10.540157,0,0,0,0,0,41,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,8.316756,1,,,0,4,0,,,2054,2,2,14,1847,9.395741,0,0,0,2
"Antigua",1862,"Ker Baillie Hamilton",8.006368,10.62294,10.30949,9.310188,10.56939,,7.918265,10.51235,1,0,0,0,1,42,0,0,0,0,1,0,1,,,,,,,,,0,1,.862993,0,8.316756,1,,0,0,12,0,1860,1860,1755,2,6,15,1846,9.395741,1,0,-68,12
"Antigua",1856,"Ker Baillie Hamilton",8.006368,10.51034,10.12515,9.369906,10.31042,,7.713785,10.474693,1,0,0,0,1,42,0,0,0,0,1,0,1,,,,,,,,,1,0,,0,8.316756,1,,0,0,12,0,1854,1854,1754,2,1,15,1846,9.395741,1,0,-74,6
"Antigua",1855,"Ker Baillie Hamilton",8.006368,10.11427,9.900383,8.46695,10.20987,,8.01036,10.502453,1,0,0,0,1,42,0,0,0,0,1,0,1,,,,,,,,,1,0,,0,8.316756,1,,0,0,12,0,1854,1854,1758,2,0,15,1846,9.395741,1,0,-75,5
"Antigua",1860,"Ker Baillie Hamilton",8.006368,10.62294,10.41283,8.95957,10.43253,,7.643962,10.49837,1,0,0,0,1,42,0,0,0,0,1,0,1,,,,,,,,,0,0,,0,8.316756,1,,0,0,12,0,1860,1860,1755,2,5,15,1846,9.395741,1,0,-70,10
"Antigua",1857,"Ker Baillie Hamilton",8.006368,10.44054,10.09823,9.202209,10.55242,,7.718241,10.474693,1,0,0,0,1,42,0,0,0,0,1,0,1,,,,,,,,,1,0,,0,8.316756,1,,0,0,12,0,1854,1854,1754,2,2,15,1846,9.395741,1,0,-73,7
"Antigua",1859,"Ker Baillie Hamilton",8.006368,10.54202,10.23513,9.21124,10.42246,,7.592366,10.474693,1,0,0,0,1,42,0,0,0,0,1,0,1,,,,,,,,,1,0,,0,8.316756,1,,0,0,12,0,1854,1854,1755,2,4,15,1846,9.395741,1,0,-71,9
"Antigua",1858,"Ker Baillie Hamilton",8.006368,10.59818,10.35666,9.059053,10.5913,,7.990915,10.474693,1,0,0,0,1,42,0,0,0,0,1,0,1,,,,,,,,,1,0,,0,8.316756,1,,0,0,12,0,1854,1854,1754,2,3,15,1846,9.395741,1,0,-72,8
"Antigua",1861,"Ker Baillie Hamilton",8.006368,10.54202,10.30005,9.004542,10.57029,,8.041091,10.522046,1,0,0,0,1,42,0,0,0,0,1,0,1,,,,,,,,,1,0,,0,8.316756,1,,0,0,12,0,1860,1860,1755,2,6,15,1846,9.395741,1,0,-69,11
"Antigua",1863,"Stephen John Hill",8.006368,10.473,10.21211,9.001714,10.47655,,7.720905,10.502654,0,0,0,0,0,42,0,0,,0,1,0,1,,,,,,,,,0,0,,0,8.316756,1,,0,0,24,0,1860,1860,2182,3,0,16,1851,9.395741,1,0,0,12
"Antigua",1867,"Stephen John Hill",8.006368,10.60587,10.0218,9.790264,10.54747,,7.655864,10.488871,0,0,0,0,0,42,0,0,,0,1,0,1,,,,,,,,,1,1,.219105,0,8.316756,1,,0,0,24,0,1865,1860,2185,3,4,16,1851,9.395741,1,0,0,16
"Antigua",1865,"Stephen John Hill",8.006368,10.60928,10.09979,9.690975,10.59079,,7.459339,10.495763,0,0,0,0,0,42,0,0,,0,1,0,1,,,,,,,,,0,0,,0,8.316756,1,,0,0,24,0,1865,1860,2177,3,2,16,1851,9.395741,1,0,0,14
"Antigua",1864,"Stephen John Hill",8.006368,10.42192,10.06301,9.22316,10.4948,,7.224025,10.499208,0,0,0,0,0,42,0,0,,0,1,0,1,,,,,,,,,0,1,.26649,0,8.316756,1,,0,0,24,0,1860,1860,2182,3,1,16,1851,9.395741,1,0,0,13
"Antigua",1866,"Stephen John Hill",8.006368,11.17413,10.11058,10.75066,11.07459,,7.759187,10.492317,0,0,0,0,0,42,0,0,,0,1,0,1,,,,,,,,,1,0,,0,8.316756,1,,0,0,24,0,1865,1860,2180,3,3,16,1851,9.395741,1,0,0,15
"Antigua",1868,"Stephen John Hill",8.006368,10.67105,9.939482,10.0149,10.83913,,6.862758,10.485425,0,0,0,0,0,42,0,0,,0,1,0,1,,,,,,,,,0,0,,0,8.316756,1,,0,0,24,0,1865,1860,2185,3,5,16,1851,9.395741,1,0,0,17
"Antigua",1870,"Benjamin Chilley Campbell Pine",8.006368,10.59886,10.09436,9.673004,10.51195,,7.650169,10.478534,0,0,0,0,0,41,1,0,0,0,1,0,0,,,,,,,,,0,0,,0,8.316756,1,,0,0,24,0,1870,1870,233,5,1,17,1850,9.395741,1,0,0,20
"Antigua",1869,"Benjamin Chilley Campbell Pine",8.006368,10.59751,10.07188,9.703022,10.36754,,5.846439,10.48198,0,0,0,0,0,41,1,0,0,0,1,0,0,,,,,,,,,0,0,,0,8.316756,1,,0,0,24,0,1865,1860,227,5,0,17,1850,9.395741,1,0,0,19
"Antigua",1884,,8.006368,10.72095,10.33816,9.575399,10.65977,,8.309431,10.471224,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,,0,8.316756,1,,,0,90,0,1880,1880,,3,,17,1854,9.395741,0,0,0,30
"Antigua",1871,"Benjamin Chilley Campbell Pine",8.006368,10.68616,10.20155,9.729193,10.63533,,8.303257,10.475088,0,0,0,0,0,41,1,0,0,0,1,0,0,,,,,,,,,0,0,,0,8.316756,1,,0,0,24,0,1870,1870,233,5,2,17,1850,9.395741,1,0,0,21
"Antigua",1874,,8.006368,10.42035,9.803888,9.644135,10.48433,,8.60282,10.470926,0,0,0,0,0,,,,,0,0,,,,,,,,,,,0,0,,0,8.316756,1,,,0,90,0,1870,1870,,2,,17,1854,9.395741,0,0,0,20
"Bahamas",1851,"John Gregory",7.600903,10.16988,,,10.12935,,,10.222632,0,0,0,0,0,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,8.377903,1,4.4426513,,0,2,0,,,1550,1,2,28,1849,9.230241,0,0,0,1
"Bahamas",1850,"John Gregory",7.600903,10.18934,,,10.29048,,,10.216287,0,0,0,0,0,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,8.377903,1,4.4426513,,0,2,0,,,1550,1,1,28,1849,9.230241,0,0,0,0
"Bahamas",1852,"John Gregory",7.600903,10.24885,,,10.22698,,,10.247496,0,0,0,0,0,54,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,8.377903,1,4.4426513,,0,2,0,,,1551,1,3,28,1849,9.230241,0,0,0,2
"Bahamas",1853,"Charles Rogers Nesbitt",7.600903,10.28234,,,10.07576,,,10.27236,0,0,0,0,0,54,0,0,,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,8.377903,1,4.4426513,,0,0,0,,,413,1,0,29,1853,9.230241,0,0,0,0
"Bahamas",1854,"Alexander Bannerman",7.600903,10.13142,9.921474,8.467372,10.20891,,,10.297224,1,0,0,0,1,63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,.250323,0,8.377903,1,4.4426513,2,0,12,0,1854,1854,23,2,0,30,1851,9.230241,1,0,-76,3
"Bahamas",1855,"Alexander Bannerman",7.600903,10.27743,9.979985,8.919855,10.29065,,,10.322087,0,0,0,0,0,63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,8.377903,1,4.4426513,2,0,12,0,1854,1854,25,2,1,30,1851,9.230241,1,0,0,4
"Bahamas",1856,"Alexander Bannerman",7.600903,10.13046,9.82282,8.801769,10.22081,,,10.346951,0,0,0,0,0,63,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,8.377903,1,4.4426513,2,0,12,0,1854,1854,22,2,2,30,1851,9.230241,1,0,0,5
"Bahamas",1861,"Charles John Bayley",7.600903,10.47844,10.31032,8.612505,10.51532,,,10.47127,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1,1,.225793,0,8.377903,1,4.4426513,2,0,6,0,1860,1860,380,1,4,31,1857,9.230241,1,0,0,4
"Bahamas",1863,"Charles John Bayley",7.600903,11.12588,10.97487,9.160935,10.88573,,,10.492108,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1,1,.110038,0,8.377903,1,4.4426513,2,0,6,0,1860,1860,380,1,6,31,1857,9.230241,1,0,0,6
"Bahamas",1860,"Charles John Bayley",7.600903,10.51913,10.18365,9.263882,10.51529,,,10.446406,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,,0,8.377903,1,4.4426513,2,0,6,0,1860,1860,380,1,3,31,1857,9.230241,1,0,0,3
"Bahamas",1858,"Charles John Bayley",7.600903,10.40835,10.32535,7.878154,10.44383,,,10.396678,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,,0,8.377903,1,4.4426513,2,0,6,0,1854,1854,379,1,1,31,1857,9.230241,1,0,0,1
"Bahamas",1862,"Charles John Bayley",7.600903,10.5804,10.29011,9.201903,10.64142,,,10.481689,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,1,1,.207563,0,8.377903,1,4.4426513,2,0,6,0,1860,1860,380,1,5,31,1857,9.230241,1,0,0,5
"Bahamas",1857,"Charles John Bayley",7.600903,10.39176,10.06501,9.11427,10.44383,,,10.371815,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,,0,8.377903,1,4.4426513,2,0,6,0,1854,1854,379,1,0,31,1857,9.230241,1,0,0,0
"Bahamas",1859,"Charles John Bayley",7.600903,10.36876,10.26993,8.005364,10.45938,,,10.421542,0,0,0,0,0,,,,,0,0,0,0,,,,,,,,,0,0,,0,8.377903,1,4.4426513,2,0,6,0,1854,1854,380,1,2,31,1857,9.230241,1,0,0,2
"Bahamas",1867,"Rawson William Rawson",8.006368,10.76697,10.35752,9.676273,11.28097,,,10.533785,0,0,0,1,1,52,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,8.377903,1,4.4426513,2,0,10,0,1865,1860,1951,1,3,32,1864,9.230241,1,0,-63,3
"Bahamas",1865,"Rawson William Rawson",8.006368,11.34435,11.01878,10.06382,11.27148,,,10.512947,0,0,0,0,0,52,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,.312715,0,8.377903,1,4.4426513,2,0,10,0,1865,1860,1946,1,1,32,1864,9.230241,1,0,0,1
"Bahamas",1868,"Rawson William Rawson",8.006368,10.61587,10.20289,9.532133,11.13175,,,10.544205,0,0,0,1,1,52,0,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,,0,8.377903,1,4.4426513,2,0,10,0,1865,1860,1951,1,4,32,1864,9.230241,1,0,-62,4
"Bahamas",1866,"Rawson William Rawson",8.006368,10.88337,10.50816,9.721365,11.25137,,,10.523366,0,0,0,1,1,52,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,0,8.377903,1,4.4426513,2,0,10,0,1865,1860,1948,1,2,32,1864,9.230241,1,0,-64,2
"Bahamas",1864,"Rawson William Rawson",8.006368,11.53296,11.23304,10.18252,11.49919,,,10.502527,0,0,0,1,1,52,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,-.26334,0,8.377903,1,4.4426513,2,0,10,0,1860,1860,1949,1,0,32,1864,9.230241,1,0,-66,0
"Bahamas",1869,"James Walker",7.600903,10.47943,10.17998,9.12761,10.57908,,,10.554624,0,0,0,0,0,53,0,0,0,0,1,0,0,,,,,,,,,0,1,.17843,0,8.377903,1,4.4426513,2,0,8,0,1865,1860,1477,2,0,33,1862,9.230241,1,0,0,7
"Bahamas",1870,"James Walker",7.600903,10.61423,10.26903,9.382948,10.76363,,,10.565043,0,0,0,0,0,53,0,0,0,0,1,0,0,,,,,,,,,0,0,,0,8.377903,1,4.4426513,2,0,8,0,1870,1870,1480,2,1,33,1862,9.230241,1,0,0,8
"Bahamas",1872,"George Cumine Strahan",7.600903,10.53407,10.26462,9.090991,10.57132,,,10.586016,0,0,0,0,0,33,0,0,0,0,1,0,1,,,,,,,,,0,1,.203095,0,8.377903,1,4.4426513,2,0,15,0,1870,1870,880,1,1,34,1871,9.230241,1,0,0,1
"Bahamas",1871,"George Cumine Strahan",7.600903,10.6423,10.40708,9.079775,10.61305,,,10.575462,0,0,0,0,0,33,0,0,0,0,1,0,1,,,,,,,,,0,0,,0,8.377903,1,4.4426513,2,0,15,0,1870,1870,880,1,0,34,1871,9.230241,1,0,0,0
"Bahamas",1873,"John Pope Hennessy",7.600903,10.92033,10.447,9.945012,10.85671,,,10.59657,0,0,0,0,0,33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,1,.736363,0,8.377903,1,4.4426513,,0,21,0,1870,1870,1662,3,0,35,1867,9.230241,0,0,0,6
"Bahamas",1876,"William Robinson",7.696213,10.48506,10.20622,9.071767,10.58144,,,10.628231,0,0,0,0,0,38,0,0,,0,1,0,0,,,,,,,,,0,0,,0,8.377903,1,4.4426513,2,0,23,0,1875,1870,2468,1,2,36,1874,9.230241,1,0,0,2
"Bahamas",1875,"William Robinson",7.696213,10.53691,10.27577,9.066469,10.6857,,,10.617677,0,0,0,0,0,38,0,0,,0,1,0,0,,,,,,,,,0,0,,0,8.377903,1,4.4426513,2,0,23,0,1875,1870,2468,1,1,36,1874,9.230241,1,0,0,1
"Bahamas",1879,"William Robinson",7.696213,10.69976,10.45978,9.154935,10.61996,,,10.659892,0,0,0,0,0,38,0,0,,0,1,0,0,,,,,,,,,0,0,,0,8.377903,1,4.4426513,2,0,23,0,1875,1870,2472,1,5,36,1874,9.230241,1,0,0,5
"Bahamas",1874,"William Robinson",7.696213,10.52629,10.23211,9.159259,10.55514,,,10.607123,0,0,0,0,0,38,0,0,,0,1,0,0,,,,,,,,,0,1,.587792,0,8.377903,1,4.4426513,2,0,23,0,1870,1870,2470,1,0,36,1874,9.230241,1,0,0,0
"Bahamas",1877,"William Robinson",7.696213,10.50158,10.22919,9.067969,10.50282,,,10.638784,0,0,0,0,0,38,0,0,,0,1,0,0,,,,,,,,,0,0,,0,8.377903,1,4.4426513,2,0,23,0,1875,1870,2468,1,3,36,1874,9.230241,1,0,0,3
"Bahamas",1878,"William Robinson",7.696213,10.63388,10.33968,9.266911,10.62748,,,10.649338,0,0,0,0,0,38,0,0,,0,1,0,0,,,,,,,,,0,0,,0,8.377903,1,4.4426513,2,0,23,0,1875,1870,2472,1,4,36,1874,9.230241,1,0,0,4
"Bahamas",1880,"Jeremiah Thomas Fitzgerald Callaghan",7.696213,10.66768,10.39904,9.221973,10.68377,,,10.670445,0,0,0,0,0,31,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,,0,8.377903,1,4.4426513,,0,19,0,1880,1880,1496,4,0,37,1861,9.230241,0,0,0,19
"Bahamas",1883,"Charles Cameron Lees",7.696213,10.78757,10.66378,8.63711,10.9075,,,10.69877,0,0,0,0,0,37,0,0,,0,1,0,1,,,,,,,,,0,1,-.140623,0,8.377903,1,4.4426513,2,0,21,0,1880,1880,297,3,2,38,1874,9.230241,1,0,0,9
"Bahamas",1882,"Charles Cameron Lees",7.696213,10.73824,10.5412,9.016998,10.68102,,,10.689884,0,0,0,0,0,37,0,0,,0,1,0,1,,,,,,,,,0,0,,0,8.377903,1,4.4426513,2,0,21,0,1880,1880,302,3,1,38,1874,9.230241,1,0,0,8
"Bahamas",1881,"Charles Cameron Lees",7.696213,10.62847,10.39161,9.072112,10.69727,,,10.680999,0,0,0,0,0,37,0,0,,0,1,0,1,,,,,,,,,0,1,-.273861,0,8.377903,1,4.4426513,2,0,21,0,1880,1880,302,3,0,38,1874,9.230241,1,0,0,7
"Bahamas",1886,"Henry Arthur Blake",7.600903,10.69013,10.49152,8.976013,10.70614,,,10.725426,1,0,0,0,1,44,0,0,,0,1,0,0,,,,,,,,,0,0,,0,8.377903,1,4.4426513,2,0,22,0,1885,1880,1095,1,2,39,1884,9.230241,1,0,-44,2
"Bahamas",1884,"Henry Arthur Blake",7.600903,10.72492,10.48648,9.174406,10.73178,,,10.707655,1,0,0,0,1,44,0,0,,0,1,0,0,,,,,,,,,0,1,.15274,0,8.377903,1,4.4426513,2,0,22,0,1880,1880,1092,1,0,39,1884,9.230241,1,0,-46,0
"Bahamas",1885,"Henry Arthur Blake",7.600903,10.72472,10.53596,8.964567,10.70912,,,10.71654,1,0,0,0,1,44,0,0,,0,1,0,0,,,,,,,,,0,0,,0,8.377903,1,4.4426513,2,0,22,0,1885,1880,1093,1,1,39,1884,9.230241,1,0,-45,1
"Bahamas",1892,"Ambrose Shea",7.600903,10.99715,10.76007,9.44161,11.05442,6.891626,8.788593,10.782049,0,0,0,0,0,71,0,0,0,0,1,1,0,,,,,,,,,0,1,0,0,8.377903,1,4.4426513,2,0,7,0,1890,1890,86,1,5,40,1887,9.230241,1,0,0,5
"Bahamas",1894,"Ambrose Shea",7.600903,10.96742,10.57817,9.835585,10.96206,,8.609043,10.806443,0,0,0,0,0,71,0,0,0,0,1,1,0,,,,,,,,,0,1,.377973,0,8.377903,1,4.4426513,2,0,7,0,1890,1890,85,1,6,40,1887,9.230241,1,0,0,7
"Bahamas",1891,"Ambrose Shea",7.600903,10.87451,10.69716,9.057538,10.9296,4.248495,8.938138,10.769853,0,0,0,0,0,71,0,0,0,0,1,1,0,,,,,,,,,0,0,,0,8.377903,1,4.4426513,2,0,7,0,1890,1890,86,1,4,40,1887,9.230241,1,0,0,4
"Bahamas",1888,"Ambrose Shea",7.600903,10.72718,10.55602,8.877663,10.70165,,,10.743196,0,0,0,0,0,71,0,0,0,0,1,1,0,,,,,,,,,0,1,-.077021,0,8.377903,1,4.4426513,2,0,7,0,1885,1880,86,1,1,40,1887,9.230241,1,0,0,1
"Bahamas",1893,"Ambrose Shea",7.600903,10.9166,10.68476,9.341193,10.96665,6.569481,8.703838,10.794246,0,0,0,0,0,71,0,0,0,0,1,1,0,,,,,,,,,0,1,.060336,0,8.377903,1,4.4426513,2,0,7,0,1890,1890,85,1,6,40,1887,9.230241,1,0,0,6
"Bahamas",1889,"Ambrose Shea",7.600903,10.74138,10.54708,9.007489,10.77908,,,10.752082,0,0,0,0,0,71,0,0,0,0,1,1,0,,,,,,,,,0,1,-.129557,0,8.377903,1,4.4426513,2,0,7,0,1885,1880,86,1,2,40,1887,9.230241,1,0,0,2
"Bahamas",1887,"Ambrose Shea",7.600903,10.73354,10.53542,9.017238,10.69092,,,10.734311,0,0,0,0,0,71,0,0,0,0,1,1,0,,,,,,,,,0,1,.75816,0,8.377903,1,4.4426513,2,0,7,0,1885,1880,86,1,0,40,1887,9.230241,1,0,0,0
